,title,userId,rating
0,10 Items or Less,15,3.0
1,10 Items or Less,23,4.0
2,10 Items or Less,131,4.0
3,10 Items or Less,132,4.5
4,10 Items or Less,283,5.0
5,10 Items or Less,363,4.0
6,10 Items or Less,427,5.0
7,10 Items or Less,452,4.0
8,10 Items or Less,547,5.0
9,10 Items or Less,558,5.0
10,10 Items or Less,576,4.0
11,2 Days in Paris,15,4.0
12,2 Days in Paris,118,4.0
13,2 Days in Paris,242,5.0
14,2 Days in Paris,367,2.0
15,2 Days in Paris,388,4.0
16,2 Days in Paris,472,5.0
17,2 Days in Paris,509,4.0
18,2 Days in Paris,518,4.0
19,2 Days in Paris,528,3.5
20,2 Days in Paris,564,4.0
21,2 Days in Paris,597,5.0
22,2 Days in Paris,652,5.0
23,"20,000 Leagues Under the Sea",4,3.0
24,"20,000 Leagues Under the Sea",6,2.0
25,"20,000 Leagues Under the Sea",22,1.5
26,"20,000 Leagues Under the Sea",32,3.0
27,"20,000 Leagues Under the Sea",41,4.0
28,"20,000 Leagues Under the Sea",47,5.0
29,"20,000 Leagues Under the Sea",49,2.0
30,"20,000 Leagues Under the Sea",60,3.5
31,"20,000 Leagues Under the Sea",73,3.0
32,"20,000 Leagues Under the Sea",77,2.5
33,"20,000 Leagues Under the Sea",85,4.0
34,"20,000 Leagues Under the Sea",92,3.0
35,"20,000 Leagues Under the Sea",105,2.0
36,"20,000 Leagues Under the Sea",110,3.0
37,"20,000 Leagues Under the Sea",119,1.0
38,"20,000 Leagues Under the Sea",130,1.0
39,"20,000 Leagues Under the Sea",143,2.0
40,"20,000 Leagues Under the Sea",151,1.0
41,"20,000 Leagues Under the Sea",161,3.0
42,"20,000 Leagues Under the Sea",165,1.5
43,"20,000 Leagues Under the Sea",168,1.0
44,"20,000 Leagues Under the Sea",177,3.0
45,"20,000 Leagues Under the Sea",188,3.0
46,"20,000 Leagues Under the Sea",194,3.0
47,"20,000 Leagues Under the Sea",199,4.0
48,"20,000 Leagues Under the Sea",212,1.5
49,"20,000 Leagues Under the Sea",213,2.0
50,"20,000 Leagues Under the Sea",221,2.5
51,"20,000 Leagues Under the Sea",224,4.0
52,"20,000 Leagues Under the Sea",243,2.5
53,"20,000 Leagues Under the Sea",253,2.0
54,"20,000 Leagues Under the Sea",254,3.0
55,"20,000 Leagues Under the Sea",268,2.5
56,"20,000 Leagues Under the Sea",279,2.0
57,"20,000 Leagues Under the Sea",285,3.0
58,"20,000 Leagues Under the Sea",288,3.0
59,"20,000 Leagues Under the Sea",292,3.0
60,"20,000 Leagues Under the Sea",354,4.0
61,"20,000 Leagues Under the Sea",355,1.5
62,"20,000 Leagues Under the Sea",367,0.5
63,"20,000 Leagues Under the Sea",384,4.0
64,"20,000 Leagues Under the Sea",385,3.0
65,"20,000 Leagues Under the Sea",389,2.0
66,"20,000 Leagues Under the Sea",390,3.0
67,"20,000 Leagues Under the Sea",396,3.0
68,"20,000 Leagues Under the Sea",398,5.0
69,"20,000 Leagues Under the Sea",421,1.0
70,"20,000 Leagues Under the Sea",426,2.0
71,"20,000 Leagues Under the Sea",433,1.0
72,"20,000 Leagues Under the Sea",447,2.0
73,"20,000 Leagues Under the Sea",453,3.0
74,"20,000 Leagues Under the Sea",461,1.5
75,"20,000 Leagues Under the Sea",464,2.0
76,"20,000 Leagues Under the Sea",516,3.0
77,"20,000 Leagues Under the Sea",517,4.0
78,"20,000 Leagues Under the Sea",518,1.0
79,"20,000 Leagues Under the Sea",522,3.0
80,"20,000 Leagues Under the Sea",525,3.0
81,"20,000 Leagues Under the Sea",534,2.0
82,"20,000 Leagues Under the Sea",535,3.0
83,"20,000 Leagues Under the Sea",561,1.0
84,"20,000 Leagues Under the Sea",564,4.0
85,"20,000 Leagues Under the Sea",574,2.5
86,"20,000 Leagues Under the Sea",577,4.0
87,"20,000 Leagues Under the Sea",580,2.5
88,"20,000 Leagues Under the Sea",589,3.0
89,"20,000 Leagues Under the Sea",590,3.0
90,"20,000 Leagues Under the Sea",593,3.0
91,"20,000 Leagues Under the Sea",605,1.0
92,"20,000 Leagues Under the Sea",619,2.0
93,"20,000 Leagues Under the Sea",30,4.0
94,"20,000 Leagues Under the Sea",99,2.0
95,"20,000 Leagues Under the Sea",102,4.0
96,"20,000 Leagues Under the Sea",198,2.5
97,"20,000 Leagues Under the Sea",348,5.0
98,"20,000 Leagues Under the Sea",388,5.0
99,"20,000 Leagues Under the Sea",427,3.0
100,"20,000 Leagues Under the Sea",452,4.0
101,"20,000 Leagues Under the Sea",468,3.5
102,"20,000 Leagues Under the Sea",472,3.0
103,"20,000 Leagues Under the Sea",509,3.0
104,"20,000 Leagues Under the Sea",528,3.5
105,"20,000 Leagues Under the Sea",529,1.0
106,"20,000 Leagues Under the Sea",547,3.0
107,"20,000 Leagues Under the Sea",558,5.0
108,"20,000 Leagues Under the Sea",564,5.0
109,"20,000 Leagues Under the Sea",587,3.5
110,"20,000 Leagues Under the Sea",596,4.0
111,"20,000 Leagues Under the Sea",608,4.0
112,2001: A Space Odyssey,2,3.0
113,2001: A Space Odyssey,15,2.0
114,2001: A Space Odyssey,18,4.0
115,2001: A Space Odyssey,23,4.0
116,2001: A Space Odyssey,44,5.0
117,2001: A Space Odyssey,67,3.0
118,2001: A Space Odyssey,70,5.0
119,2001: A Space Odyssey,77,3.5
120,2001: A Space Odyssey,86,3.0
121,2001: A Space Odyssey,87,1.0
122,2001: A Space Odyssey,88,3.5
123,2001: A Space Odyssey,92,3.0
124,2001: A Space Odyssey,93,3.5
125,2001: A Space Odyssey,100,3.0
126,2001: A Space Odyssey,119,4.0
127,2001: A Space Odyssey,154,3.0
128,2001: A Space Odyssey,159,3.5
129,2001: A Space Odyssey,161,4.0
130,2001: A Space Odyssey,162,5.0
131,2001: A Space Odyssey,165,3.5
132,2001: A Space Odyssey,173,4.0
133,2001: A Space Odyssey,182,5.0
134,2001: A Space Odyssey,188,3.0
135,2001: A Space Odyssey,192,5.0
136,2001: A Space Odyssey,211,5.0
137,2001: A Space Odyssey,220,4.0
138,2001: A Space Odyssey,223,4.0
139,2001: A Space Odyssey,232,5.0
140,2001: A Space Odyssey,235,4.5
141,2001: A Space Odyssey,245,5.0
142,2001: A Space Odyssey,253,4.5
143,2001: A Space Odyssey,256,4.0
144,2001: A Space Odyssey,263,3.5
145,2001: A Space Odyssey,266,4.0
146,2001: A Space Odyssey,284,3.0
147,2001: A Space Odyssey,292,4.0
148,2001: A Space Odyssey,294,3.5
149,2001: A Space Odyssey,303,3.5
150,2001: A Space Odyssey,306,3.0
151,2001: A Space Odyssey,311,2.5
152,2001: A Space Odyssey,324,3.5
153,2001: A Space Odyssey,338,4.0
154,2001: A Space Odyssey,343,2.0
155,2001: A Space Odyssey,345,3.5
156,2001: A Space Odyssey,353,3.5
157,2001: A Space Odyssey,382,3.5
158,2001: A Space Odyssey,383,4.0
159,2001: A Space Odyssey,388,3.0
160,2001: A Space Odyssey,389,4.0
161,2001: A Space Odyssey,390,3.0
162,2001: A Space Odyssey,413,4.0
163,2001: A Space Odyssey,416,5.0
164,2001: A Space Odyssey,422,3.0
165,2001: A Space Odyssey,447,5.0
166,2001: A Space Odyssey,449,4.0
167,2001: A Space Odyssey,452,3.0
168,2001: A Space Odyssey,461,2.5
169,2001: A Space Odyssey,464,5.0
170,2001: A Space Odyssey,468,2.5
171,2001: A Space Odyssey,484,5.0
172,2001: A Space Odyssey,496,5.0
173,2001: A Space Odyssey,500,3.5
174,2001: A Space Odyssey,502,3.0
175,2001: A Space Odyssey,507,4.0
176,2001: A Space Odyssey,509,3.0
177,2001: A Space Odyssey,514,3.0
178,2001: A Space Odyssey,527,3.5
179,2001: A Space Odyssey,529,4.0
180,2001: A Space Odyssey,530,4.0
181,2001: A Space Odyssey,537,4.0
182,2001: A Space Odyssey,548,3.0
183,2001: A Space Odyssey,561,4.0
184,2001: A Space Odyssey,564,1.0
185,2001: A Space Odyssey,575,3.0
186,2001: A Space Odyssey,582,3.5
187,2001: A Space Odyssey,588,3.0
188,2001: A Space Odyssey,603,5.0
189,2001: A Space Odyssey,607,3.5
190,2001: A Space Odyssey,616,3.0
191,2001: A Space Odyssey,633,3.0
192,2001: A Space Odyssey,640,5.0
193,2001: A Space Odyssey,641,4.0
194,2001: A Space Odyssey,650,5.0
195,2001: A Space Odyssey,654,4.5
196,2001: A Space Odyssey,658,5.0
197,2001: A Space Odyssey,659,3.0
198,2001: A Space Odyssey,665,3.0
199,24 Hour Party People,30,4.0
200,24 Hour Party People,38,4.0
201,24 Hour Party People,102,4.0
202,24 Hour Party People,119,4.0
203,24 Hour Party People,195,3.0
204,24 Hour Party People,232,5.0
205,24 Hour Party People,242,4.0
206,24 Hour Party People,259,3.0
207,24 Hour Party People,306,3.0
208,24 Hour Party People,358,5.0
209,24 Hour Party People,373,4.0
210,24 Hour Party People,388,4.0
211,24 Hour Party People,452,3.0
212,24 Hour Party People,460,3.5
213,24 Hour Party People,468,2.5
214,24 Hour Party People,505,3.5
215,24 Hour Party People,510,4.0
216,24 Hour Party People,529,5.0
217,24 Hour Party People,545,4.0
218,24 Hour Party People,547,3.0
219,24 Hour Party People,564,4.0
220,24 Hour Party People,665,3.0
221,25th Hour,119,4.0
222,25th Hour,150,3.5
223,25th Hour,215,3.0
224,25th Hour,301,0.5
225,25th Hour,318,5.0
226,25th Hour,346,4.5
227,25th Hour,390,4.0
228,25th Hour,408,5.0
229,25th Hour,502,3.0
230,25th Hour,543,4.0
231,25th Hour,575,4.0
232,25th Hour,605,3.0
233,25th Hour,654,4.0
234,28 Days Later,15,2.5
235,28 Days Later,17,4.0
236,28 Days Later,30,4.0
237,28 Days Later,39,3.0
238,28 Days Later,85,3.0
239,28 Days Later,99,2.0
240,28 Days Later,128,5.0
241,28 Days Later,150,2.5
242,28 Days Later,153,5.0
243,28 Days Later,177,4.0
244,28 Days Later,200,4.0
245,28 Days Later,213,3.0
246,28 Days Later,285,4.0
247,28 Days Later,294,3.0
248,28 Days Later,353,2.0
249,28 Days Later,396,3.0
250,28 Days Later,468,2.0
251,28 Days Later,469,4.5
252,28 Days Later,496,3.0
253,28 Days Later,534,3.0
254,28 Days Later,564,4.0
255,28 Days Later,605,3.0
256,28 Days Later,624,3.0
257,28 Days Later,639,3.0
258,28 Days Later,647,3.0
259,28 Days Later,664,3.0
260,28 Weeks Later,15,1.5
261,28 Weeks Later,23,1.0
262,28 Weeks Later,30,3.0
263,28 Weeks Later,73,0.5
264,28 Weeks Later,74,4.0
265,28 Weeks Later,103,1.5
266,28 Weeks Later,119,1.0
267,28 Weeks Later,130,2.5
268,28 Weeks Later,165,0.5
269,28 Weeks Later,173,3.0
270,28 Weeks Later,175,2.0
271,28 Weeks Later,212,2.5
272,28 Weeks Later,213,1.0
273,28 Weeks Later,232,5.0
274,28 Weeks Later,247,3.0
275,28 Weeks Later,276,1.0
276,28 Weeks Later,285,1.0
277,28 Weeks Later,294,2.5
278,28 Weeks Later,297,0.5
279,28 Weeks Later,300,3.5
280,28 Weeks Later,325,1.0
281,28 Weeks Later,353,1.0
282,28 Weeks Later,358,1.0
283,28 Weeks Later,360,2.0
284,28 Weeks Later,384,3.0
285,28 Weeks Later,388,1.0
286,28 Weeks Later,390,3.0
287,28 Weeks Later,412,1.0
288,28 Weeks Later,418,1.5
289,28 Weeks Later,453,4.0
290,28 Weeks Later,461,0.5
291,28 Weeks Later,468,1.5
292,28 Weeks Later,475,1.0
293,28 Weeks Later,502,3.0
294,28 Weeks Later,509,2.0
295,28 Weeks Later,518,3.0
296,28 Weeks Later,543,4.0
297,28 Weeks Later,561,2.5
298,28 Weeks Later,564,3.0
299,28 Weeks Later,574,3.0
300,28 Weeks Later,580,1.5
301,28 Weeks Later,603,3.0
302,28 Weeks Later,605,2.0
303,28 Weeks Later,606,3.5
304,28 Weeks Later,624,1.5
305,28 Weeks Later,652,4.0
306,28 Weeks Later,654,3.0
307,3-Iron,15,3.0
308,3-Iron,23,5.0
309,3-Iron,265,2.0
310,3-Iron,306,4.0
311,3-Iron,388,4.0
312,3-Iron,408,5.0
313,3-Iron,420,4.0
314,3-Iron,472,4.0
315,3-Iron,492,4.0
316,3-Iron,499,5.0
317,3-Iron,510,5.0
318,3-Iron,514,4.0
319,3-Iron,529,4.0
320,3-Iron,547,4.5
321,3-Iron,564,4.0
322,3-Iron,573,4.0
323,3-Iron,587,4.5
324,3-Iron,614,5.0
325,3-Iron,647,4.0
326,300,3,3.0
327,300,19,3.0
328,300,30,4.0
329,300,117,4.5
330,300,119,4.0
331,300,130,4.0
332,300,133,2.0
333,300,156,4.5
334,300,212,4.0
335,300,213,1.5
336,300,220,3.0
337,300,232,5.0
338,300,235,5.0
339,300,283,3.5
340,300,292,5.0
341,300,294,3.0
342,300,306,2.0
343,300,311,3.0
344,300,342,5.0
345,300,350,5.0
346,300,378,3.5
347,300,388,3.0
348,300,391,4.0
349,300,422,4.0
350,300,452,3.0
351,300,470,1.5
352,300,509,3.0
353,300,514,4.0
354,300,518,5.0
355,300,529,5.0
356,300,533,3.0
357,300,537,4.0
358,300,547,4.0
359,300,564,5.0
360,300,575,5.0
361,300,580,2.0
362,300,605,4.0
363,300,607,2.5
364,300,613,3.5
365,300,658,5.0
366,"4 Months, 3 Weeks and 2 Days",30,3.0
367,"4 Months, 3 Weeks and 2 Days",34,4.0
368,"4 Months, 3 Weeks and 2 Days",41,4.5
369,"4 Months, 3 Weeks and 2 Days",57,3.0
370,"4 Months, 3 Weeks and 2 Days",73,4.0
371,"4 Months, 3 Weeks and 2 Days",118,4.0
372,"4 Months, 3 Weeks and 2 Days",119,4.0
373,"4 Months, 3 Weeks and 2 Days",120,1.5
374,"4 Months, 3 Weeks and 2 Days",137,5.0
375,"4 Months, 3 Weeks and 2 Days",213,2.5
376,"4 Months, 3 Weeks and 2 Days",234,3.5
377,"4 Months, 3 Weeks and 2 Days",346,4.0
378,"4 Months, 3 Weeks and 2 Days",380,4.0
379,"4 Months, 3 Weeks and 2 Days",388,3.0
380,"4 Months, 3 Weeks and 2 Days",529,2.0
381,"4 Months, 3 Weeks and 2 Days",564,4.0
